Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"for ([i = 0, i < HargaKendaraan.length(), (i++)])",,,,08-05-2024 11:04:56,08-05-2024 11:05:03,6.679s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/uangMukaPercent']]), 0)",,,,08-05-2024 11:05:03,08-05-2024 11:05:04,0.765s,PASSED
DP = DP,,,,08-05-2024 11:05:04,08-05-2024 11:05:04,0.001s,PASSED
"for ([i = 0, i < DP.length(), (i++)])",,,,08-05-2024 11:05:04,08-05-2024 11:05:05,1.299s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/jenisKendaraan']]), 0)",,,,08-05-2024 11:05:05,08-05-2024 11:05:09,3.528s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@class = 'android.widget.CheckedTextView' and (@text = '$JenisKendaraan')]]), 0)",,,,08-05-2024 11:05:09,08-05-2024 11:05:09,0.888s,PASSED
Wilayah = Wilayah,,,,08-05-2024 11:05:09,08-05-2024 11:05:09,0.002s,PASSED
"if (Wilayah == ""1"")",,,,08-05-2024 11:05:09,08-05-2024 11:05:09,0.004s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/wilayah']]), 0)",,,,08-05-2024 11:05:09,08-05-2024 11:05:11,1.316s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@class = 'android.widget.CheckedTextView' and (@text = '$Wilayah')]]), 0)",,,,08-05-2024 11:05:11,08-05-2024 11:05:12,1.695s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/asuransi']]), 0)",,,,08-05-2024 11:05:12,08-05-2024 11:05:14,1.360s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@class = 'android.widget.CheckedTextView' and (@text = '$Asuransi')]]), 0)",,,,08-05-2024 11:05:14,08-05-2024 11:05:16,1.822s,PASSED
"mapPerluasanAsuransi = [""RSCC"":""checkRSCC"", ""TJH 10 JT"":""checkTJH10"", ""TJH 25 JT"":""checkTJH25"", ""RSMB"":""checkRSMB"", ""TJH 50 JT"":""checkTJH50""]",,,,08-05-2024 11:05:16,08-05-2024 11:05:16,0.000s,PASSED
uncheckAllCheckboxes(),,,,08-05-2024 11:05:16,08-05-2024 11:05:16,0.001s,PASSED
"[""checkRSCC"", ""checkRSMB"", ""checkTJH10"", ""checkTJH25"", ""checkTJH50""].each({ java.lang.Object resourceId -> ... })",,,,08-05-2024 11:05:16,08-05-2024 11:05:21,5.521s,FAILED
switch (RSCC),,,,08-05-2024 11:05:21,08-05-2024 11:05:21,0.242s,PASSED
switch (RSMB),,,,08-05-2024 11:05:21,08-05-2024 11:05:22,0.800s,PASSED
switch (TJH),,,,08-05-2024 11:05:22,08-05-2024 11:05:23,0.874s,PASSED
"takeScreenshot(baseDir + screenshotPathKredit + ""/"" + No + ""/"" + ""Input Harga Kendaraan"" + "".png"", STOP_ON_FAILURE)",,,,08-05-2024 11:05:23,08-05-2024 11:05:24,0.881s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/kalkulasi']]), 0)",,,,08-05-2024 11:05:24,08-05-2024 11:05:25,1.107s,PASSED
delay(3),,,,08-05-2024 11:05:25,08-05-2024 11:05:28,3.018s,PASSED
"if (verifyElementExist(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/btDownload']]), 2, OPTIONAL))",,,,08-05-2024 11:05:28,08-05-2024 11:05:30,1.884s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:30,08-05-2024 11:05:31,0.673s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:31,08-05-2024 11:05:31,0.182s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:31,08-05-2024 11:05:31,0.156s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:31,08-05-2024 11:05:31,0.173s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:31,08-05-2024 11:05:31,0.205s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:31,08-05-2024 11:05:32,0.176s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:32,0.160s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:32,0.157s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:32,0.175s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:32,0.168s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:32,0.138s,PASSED
"getText(findTestObject(""Object Repository/xpath"", [""xpath"":xpath]), 0)",,,,08-05-2024 11:05:32,08-05-2024 11:05:40,7.733s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath"":""//android.widget.HorizontalScrollView[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[2]""]), 0)",,,,08-05-2024 11:05:40,08-05-2024 11:05:41,1.397s,PASSED
delay(1),,,,08-05-2024 11:05:41,08-05-2024 11:05:43,1.006s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/btDownload']]), 2, CONTINUE_ON_FAILURE)",,,,08-05-2024 11:05:43,08-05-2024 11:05:45,2.134s,PASSED
"if (verifyElementVisible(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/btDownload']]), 2, OPTIONAL))",,,,08-05-2024 11:05:45,08-05-2024 11:05:47,2.630s,PASSED
else,,,,08-05-2024 11:05:47,08-05-2024 11:05:47,0.184s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/back']]), 0)",,,,08-05-2024 11:05:47,08-05-2024 11:05:49,1.196s,PASSED
delay(1),,,,08-05-2024 11:05:49,08-05-2024 11:05:50,1.006s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/back']]), 0)",,,,08-05-2024 11:05:50,08-05-2024 11:05:50,0.340s,PASSED
delay(1),,,,08-05-2024 11:05:50,08-05-2024 11:05:51,1.017s,PASSED
"tap(findTestObject(""Object Repository/xpath"", [""xpath""://*[@resource-id = '$id/back']]), 0)",,,,08-05-2024 11:05:51,08-05-2024 11:05:53,1.747s,PASSED
